Date,Close,pct_change
2004-05-11,139.76,-0.96
2004-05-13,138.05,-1.22
2004-05-14,137.58,-0.34
2004-05-17,134.89,-1.96
2004-05-18,135.71,0.61
2004-05-20,136.89,0.87
2004-05-21,136.71,-0.13
2004-05-24,137.53,0.6
2004-05-25,137.17,-0.26
2004-05-26,137.91,0.54
2004-05-27,137.63,-0.2
2004-05-28,137.63,0.0
2004-05-31,137.9,0.2
2004-06-01,134.5,-2.47
2004-06-02,134.99,0.36
2004-06-04,142.07,5.24
2004-06-05,138.69,-2.38
2004-06-07,138.26,-0.31
2004-06-08,134.81,-2.5
2004-06-09,140.25,4.04
2004-06-10,141.82,1.12
2004-06-12,137.68,-2.92
2004-06-14,139.68,1.45
2004-06-15,140.72,0.74
2004-06-16,141.78,0.75
2004-06-17,141.73,-0.04
2004-06-18,141.33,-0.28
2004-06-21,141.55,0.16
2004-06-22,141.55,0.0
2004-06-23,141.83,0.2
2004-06-24,141.52,-0.22
2004-06-25,141.14,-0.27
2004-06-28,141.2,0.04
2004-06-29,141.65,0.32
2004-06-30,140.97,-0.48
2004-07-01,134.51,-4.58
2004-07-04,140.7,4.6
2004-07-05,138.66,-1.45
2004-07-06,139.72,0.76
2004-07-07,137.59,-1.52
2004-07-09,140.79,2.33
2004-07-10,141.07,0.2
2004-07-12,137.07,-2.84
2004-07-13,137.62,0.4
2004-07-14,136.61,-0.73
2004-07-15,135.95,-0.48
2004-07-16,135.62,-0.24
2004-07-19,135.57,-0.04
2004-07-20,136.2,0.46
2004-07-21,136.68,0.35
2004-07-22,135.82,-0.63
2004-07-23,136.39,0.42
2004-07-26,135.91,-0.35
2004-07-27,137.9,1.46
2004-07-28,138.59,0.5
2004-07-29,139.09,0.36
2004-07-30,139.85,0.55
2004-08-03,140.2,0.25
2004-08-06,140.4,0.14
2004-08-07,136.85,-2.53
2004-08-09,139.8,2.16
2004-08-10,139.57,-0.16
2004-08-11,139.1,-0.34
2004-08-12,137.86,-0.89
2004-08-13,133.24,-3.35
2004-08-16,134.36,0.84
2004-08-17,134.64,0.21
2004-08-18,135.78,0.85
2004-08-19,135.34,-0.32
2004-08-20,135.81,0.35
2004-08-23,137.23,1.05
2004-08-24,137.93,0.51
2004-08-25,138.67,0.54
2004-08-26,138.99,0.23
2004-08-27,140.23,0.89
2004-08-30,139.57,-0.47
2004-08-31,138.38,-0.85
2004-09-01,133.66,-3.41
2004-09-02,135.76,1.57
2004-09-03,138.89,2.31
2004-09-06,140.92,1.46
2004-09-07,137.33,-2.55
2004-09-08,134.27,-2.23
2004-09-09,139.22,3.69
2004-09-11,139.03,-0.14
2004-09-12,137.63,-1.01
2004-09-13,140.06,1.77
2004-09-14,139.7,-0.26
2004-09-15,139.56,-0.1
2004-09-16,140.07,0.37
2004-09-17,140.54,0.34
2004-09-20,140.08,-0.33
2004-09-21,140.17,0.06
2004-09-22,138.81,-0.97
2004-09-23,137.68,-0.81
2004-09-24,137.95,0.2
2004-09-27,136.9,-0.76
2004-09-28,137.39,0.36
2004-09-29,138.03,0.47
2004-09-30,137.07,-0.7
2004-10-02,136.07,-0.73
2004-10-03,138.82,2.02
2004-10-05,136.23,-1.87
2004-10-06,141.39,3.79
2004-10-08,134.95,-4.55
2004-10-09,138.76,2.82
2004-10-11,139.0,0.17
2004-10-12,137.72,-0.92
2004-10-13,139.59,1.36
2004-10-14,137.7,-1.35
2004-10-15,137.09,-0.44
2004-10-18,136.91,-0.13
2004-10-19,137.11,0.15
2004-10-20,136.16,-0.69
2004-10-21,136.68,0.38
2004-10-22,136.24,-0.32
2004-10-25,134.18,-1.51
2004-10-26,135.22,0.78
2004-10-27,136.72,1.11
2004-10-28,137.73,0.74
2004-10-29,137.73,0.0
2004-11-02,136.89,-0.61
2004-11-03,136.29,-0.44
2004-11-05,138.01,1.26
2004-11-06,141.71,2.68
2004-11-08,135.47,-4.4
2004-11-10,139.8,3.2
2004-11-11,140.26,0.33
2004-11-15,141.04,0.56
2004-11-16,140.06,-0.69
2004-11-17,140.47,0.29
2004-11-18,140.22,-0.18
2004-11-19,138.7,-1.08
2004-11-22,138.49,-0.15
2004-11-23,138.37,-0.09
2004-11-24,138.16,-0.15
2004-11-25,138.36,0.14
2004-11-26,138.13,-0.17
2004-11-29,137.81,-0.23
2004-11-30,137.0,-0.59
2004-12-01,133.65,-2.45
2004-12-02,135.43,1.33
2004-12-03,137.59,1.59
2004-12-04,142.02,3.22
2004-12-05,137.5,-3.18
2004-12-07,137.08,-0.31
2004-12-08,134.27,-2.05
2004-12-10,139.27,3.72
2004-12-11,141.04,1.27
2004-12-13,138.1,-2.08
2004-12-14,138.63,0.38
2004-12-15,138.48,-0.11
2004-12-16,139.4,0.66
2004-12-17,138.99,-0.29
2004-12-20,138.33,-0.47
2004-12-21,139.09,0.55
2004-12-22,139.58,0.35
2004-12-23,138.94,-0.46
2004-12-24,139.04,0.07
2004-12-27,138.45,-0.42
2004-12-28,138.91,0.33
2004-12-29,138.76,-0.11
2004-12-30,138.86,0.07
2004-12-31,139.21,0.25
2005-01-02,144.14,3.54
2005-01-03,146.28,1.48
2005-01-04,144.63,-1.13
2005-01-06,152.66,5.55
2005-01-07,156.12,2.27
2005-01-08,157.55,0.92
2005-01-09,157.08,-0.3
2005-01-11,160.37,2.09
2005-01-12,170.66,6.42
2005-01-13,140.09,-17.91
2005-01-14,141.48,0.99
2005-01-17,141.7,0.16
2005-01-18,142.51,0.57
2005-01-19,142.06,-0.32
2005-01-20,141.82,-0.17
2005-01-21,140.94,-0.62
2005-01-24,140.65,-0.21
2005-01-25,141.63,0.7
2005-01-26,141.54,-0.06
2005-01-27,141.99,0.32
2005-01-28,141.75,-0.17
2005-01-31,142.61,0.61
2005-02-02,144.5,1.33
2005-02-03,146.79,1.58
2005-02-05,142.57,-2.87
2005-02-06,152.37,6.87
2005-02-08,158.91,4.29
2005-02-09,156.58,-1.47
2005-02-11,161.01,2.83
2005-02-12,171.68,6.63
2005-02-14,147.62,-14.01
2005-02-15,148.06,0.3
2005-02-16,147.51,-0.37
2005-02-17,146.19,-0.89
2005-02-18,146.05,-0.1
2005-02-21,145.79,-0.18
2005-02-22,144.03,-1.21
2005-02-23,143.96,-0.05
2005-02-24,144.19,0.16
2005-02-25,145.82,1.13
2005-02-28,144.92,-0.62
2005-03-01,139.75,-3.57
2005-03-02,144.52,3.41
2005-03-03,146.78,1.56
2005-03-05,142.45,-2.95
2005-03-06,151.85,6.6
2005-03-08,158.31,4.25
2005-03-10,164.2,3.72
2005-03-11,163.11,-0.66
2005-03-14,144.05,-11.69
2005-03-15,144.32,0.19
2005-03-16,142.44,-1.3
2005-03-17,142.65,0.15
2005-03-18,143.41,0.53
2005-03-21,143.56,0.1
2005-03-22,142.85,-0.49
2005-03-23,143.86,0.71
2005-03-24,143.86,0.0
2005-03-25,143.86,0.0
2005-03-28,145.33,1.02
2005-03-29,144.61,-0.5
2005-03-30,144.72,0.08
2005-03-31,144.75,0.02
2005-04-01,139.74,-3.46
2005-04-02,146.18,4.61
2005-04-03,147.18,0.68
2005-04-04,145.42,-1.2
2005-04-05,142.45,-2.04
2005-04-07,156.95,10.18
2005-04-08,157.12,0.11
2005-04-10,163.59,4.12
2005-04-11,164.21,0.38
2005-04-13,145.52,-11.38
2005-04-14,145.04,-0.33
2005-04-15,142.13,-2.01
2005-04-18,140.22,-1.34
2005-04-19,141.0,0.56
2005-04-20,139.79,-0.86
2005-04-21,140.11,0.23
2005-04-22,140.36,0.18
2005-04-25,142.03,1.19
2005-04-26,141.0,-0.73
2005-04-27,140.3,-0.5
2005-04-28,140.29,-0.01
2005-04-29,141.49,0.86
2005-05-01,138.99,-1.77
2005-05-04,146.18,5.17
2005-05-05,143.73,-1.68
2005-05-07,157.42,9.52
2005-05-08,156.36,-0.67
2005-05-09,157.37,0.65
2005-05-10,161.6,2.69
2005-05-12,170.77,5.67
2005-05-13,144.04,-15.65
2005-05-16,144.79,0.52
2005-05-17,145.37,0.4
2005-05-18,146.58,0.83
2005-05-19,147.52,0.64
2005-05-20,147.88,0.24
2005-05-23,148.21,0.22
2005-05-24,148.26,0.03
2005-05-25,147.89,-0.25
2005-05-26,149.44,1.05
2005-05-27,149.5,0.04
2005-05-30,150.34,0.56
2005-05-31,150.57,0.15
2005-06-01,140.13,-6.93
2005-06-04,146.45,4.51
2005-06-05,144.75,-1.16
2005-06-06,151.7,4.8
2005-06-07,157.01,3.5
2005-06-09,159.1,1.33
2005-06-10,158.48,-0.39
2005-06-12,171.32,8.1
2005-06-13,154.54,-9.79
2005-06-14,154.76,0.14
2005-06-15,154.49,-0.17
2005-06-16,155.27,0.5
2005-06-17,154.63,-0.41
2005-06-20,155.27,0.41
2005-06-21,155.64,0.24
2005-06-22,155.64,0.0
2005-06-23,155.63,-0.01
2005-06-24,154.47,-0.75
2005-06-27,153.3,-0.76
2005-06-28,155.19,1.23
2005-06-29,155.63,0.28
2005-06-30,154.56,-0.69
2005-07-01,141.31,-8.57
2005-07-02,147.29,4.23
2005-07-03,147.49,0.14
2005-07-04,146.81,-0.46
2005-07-06,152.45,3.84
2005-07-07,155.7,2.13
2005-07-09,159.7,2.57
2005-07-10,158.47,-0.77
2005-07-11,164.82,4.01
2005-07-12,171.2,3.87
2005-07-13,157.33,-8.1
2005-07-14,157.61,0.18
2005-07-15,158.48,0.55
2005-07-18,157.5,-0.62
2005-07-19,158.3,0.51
2005-07-20,157.93,-0.23
2005-07-21,157.08,-0.54
2005-07-22,157.34,0.17
2005-07-25,157.7,0.23
2005-07-26,157.95,0.16
2005-07-27,158.41,0.29
2005-07-28,158.69,0.18
2005-07-29,157.9,-0.5
2005-08-02,147.67,-6.48
2005-08-03,146.07,-1.08
2005-08-04,146.92,0.58
2005-08-06,151.85,3.36
2005-08-07,157.46,3.69
2005-08-08,156.6,-0.55
2005-08-09,159.29,1.72
2005-08-11,165.07,3.63
2005-08-12,170.57,3.33
2005-08-15,158.12,-7.3
2005-08-16,157.62,-0.32
2005-08-17,157.8,0.11
2005-08-18,158.39,0.37
2005-08-19,159.29,0.57
2005-08-22,159.07,-0.14
2005-08-23,158.59,-0.3
2005-08-24,157.36,-0.78
2005-08-25,156.9,-0.29
2005-08-26,155.58,-0.84
2005-08-29,156.51,0.6
2005-08-30,156.77,0.17
2005-08-31,157.38,0.39
2005-09-02,147.24,-6.44
2005-09-03,144.86,-1.62
2005-09-05,144.85,-0.01
2005-09-06,152.76,5.46
2005-09-08,157.42,3.05
2005-09-09,160.1,1.7
2005-09-11,165.53,3.39
2005-09-12,170.83,3.2
2005-09-13,160.4,-6.11
2005-09-14,160.41,0.01
2005-09-15,160.91,0.31
2005-09-16,161.81,0.56
2005-09-19,162.36,0.34
2005-09-20,161.73,-0.39
2005-09-21,160.21,-0.94
2005-09-22,160.18,-0.02
2005-09-23,161.0,0.51
2005-09-26,162.45,0.9
2005-09-27,161.95,-0.31
2005-09-28,162.45,0.31
2005-09-29,162.48,0.02
2005-09-30,162.73,0.15
2005-10-01,141.51,-13.04
2005-10-02,147.12,3.96
2005-10-03,143.93,-2.17
2005-10-05,143.3,-0.44
2005-10-06,153.5,7.12
2005-10-08,158.2,3.06
2005-10-10,158.75,0.35
2005-10-11,165.95,4.54
2005-10-13,158.06,-4.75
2005-10-14,157.64,-0.27
2005-10-17,157.83,0.12
2005-10-18,157.83,0.0
2005-10-19,157.11,-0.46
2005-10-20,156.78,-0.21
2005-10-21,156.54,-0.15
2005-10-24,158.6,1.32
2005-10-25,157.66,-0.59
2005-10-26,157.98,0.2
2005-10-27,156.18,-1.14
2005-10-28,157.31,0.72
2005-10-31,157.31,0.0
2005-11-01,140.75,-10.53
2005-11-02,148.28,5.35
2005-11-03,143.38,-3.3
2005-11-04,145.82,1.7
2005-11-05,143.73,-1.43
2005-11-07,157.45,9.55
2005-11-08,158.14,0.44
2005-11-10,158.98,0.53
2005-11-11,167.5,5.36
2005-11-14,167.52,0.01
2005-11-15,167.25,-0.16
2005-11-16,166.61,-0.38
2005-11-17,167.15,0.32
2005-11-18,168.0,0.51
2005-11-21,168.14,0.08
2005-11-22,168.71,0.34
2005-11-23,169.04,0.2
2005-11-24,168.89,-0.09
2005-11-25,169.55,0.39
2005-11-28,168.04,-0.89
2005-11-29,168.59,0.33
2005-11-30,167.58,-0.6
2005-12-01,139.96,-16.48
2005-12-04,146.16,4.43
2005-12-05,144.04,-1.45
2005-12-07,156.45,8.62
2005-12-08,158.14,1.08
2005-12-09,161.33,2.02
2005-12-10,158.16,-1.96
2005-12-12,170.42,7.75
2005-12-13,171.28,0.5
2005-12-14,170.42,-0.5
2005-12-15,170.43,0.01
2005-12-16,170.56,0.08
2005-12-19,170.13,-0.25
2005-12-20,171.07,0.55
2005-12-21,172.08,0.59
2005-12-22,171.78,-0.17
2005-12-23,171.78,0.0
2005-12-26,171.74,-0.02
2005-12-27,171.27,-0.27
2005-12-28,171.19,-0.05
2005-12-29,172.04,0.5
2005-12-30,171.59,-0.26
2006-01-02,176.45,2.83
2006-01-03,179.52,1.74
2006-01-05,180.38,0.48
2006-01-06,174.52,-3.25
2006-01-08,173.8,-0.41
2006-01-09,179.46,3.26
2006-01-11,187.39,4.42
2006-01-12,182.96,-2.36
2006-01-13,174.05,-4.87
2006-01-16,174.2,0.09
2006-01-17,173.41,-0.45
2006-01-18,171.8,-0.93
2006-01-19,172.39,0.34
2006-01-20,171.05,-0.78
2006-01-23,169.95,-0.64
2006-01-24,170.56,0.36
2006-01-25,171.83,0.74
2006-01-26,173.49,0.97
2006-01-27,175.57,1.2
2006-01-30,175.79,0.13
2006-01-31,175.05,-0.42
2006-02-01,171.69,-1.92
2006-02-02,175.21,2.05
2006-02-03,178.19,1.7
2006-02-05,181.35,1.77
2006-02-08,174.91,-3.55
2006-02-10,182.07,4.09
2006-02-11,187.1,2.76
2006-02-13,176.64,-5.59
2006-02-14,177.63,0.56
2006-02-15,177.61,-0.01
2006-02-16,178.91,0.73
2006-02-17,178.6,-0.17
2006-02-20,178.8,0.11
2006-02-21,178.97,0.1
2006-02-22,179.8,0.46
2006-02-23,179.36,-0.24
2006-02-24,180.03,0.37
2006-02-27,180.7,0.37
2006-02-28,178.11,-1.43
2006-03-01,172.45,-3.18
2006-03-02,175.09,1.53
2006-03-03,177.58,1.42
2006-03-04,180.49,1.64
2006-03-05,180.66,0.09
2006-03-07,174.01,-3.68
2006-03-08,174.26,0.14
2006-03-10,181.92,4.4
2006-03-11,187.47,3.05
2006-03-13,180.04,-3.96
2006-03-14,180.51,0.26
2006-03-15,180.91,0.22
2006-03-16,180.11,-0.44
2006-03-17,179.93,-0.1
2006-03-20,180.08,0.08
2006-03-21,180.61,0.29
2006-03-22,181.12,0.28
2006-03-23,181.48,0.2
2006-03-24,181.84,0.2
2006-03-27,180.68,-0.64
2006-03-28,179.04,-0.91
2006-03-29,180.46,0.79
2006-03-30,180.26,-0.11
2006-03-31,179.39,-0.48
2006-04-01,173.4,-3.34
2006-04-04,179.38,3.45
2006-04-05,180.91,0.85
2006-04-07,174.6,-3.49
2006-04-08,174.7,0.06
2006-04-09,179.55,2.78
2006-04-10,183.66,2.29
2006-04-12,183.94,0.15
2006-04-17,179.09,-2.64
2006-04-18,180.38,0.72
2006-04-19,181.49,0.62
2006-04-20,182.16,0.37
2006-04-21,183.0,0.46
2006-04-24,181.74,-0.69
2006-04-25,180.96,-0.43
2006-04-26,181.43,0.26
2006-04-27,181.15,-0.15
2006-05-01,173.12,-4.43
2006-05-04,180.37,4.19
2006-05-05,182.1,0.96
2006-05-06,172.81,-5.1
2006-05-07,173.37,0.32
2006-05-09,179.58,3.58
2006-05-10,184.52,2.75
2006-05-12,184.79,0.15
2006-05-15,176.54,-4.46
2006-05-16,176.76,0.12
2006-05-17,173.55,-1.82
2006-05-18,172.67,-0.51
2006-05-19,173.48,0.47
2006-05-22,170.31,-1.83
2006-05-23,172.37,1.21
2006-05-25,173.17,0.46
2006-05-26,175.68,1.45
2006-05-29,175.41,-0.15
2006-05-30,171.67,-2.13
2006-05-31,173.01,0.78
2006-06-01,174.41,0.81
2006-06-02,175.43,0.58
2006-06-03,177.98,1.45
2006-06-04,181.18,1.8
2006-06-06,171.32,-5.44
2006-06-07,174.12,1.63
2006-06-09,177.79,2.11
2006-06-10,185.17,4.15
2006-06-11,189.29,2.22
2006-06-12,184.89,-2.32
2006-06-13,166.41,-10.0
2006-06-14,166.3,-0.07
2006-06-15,169.4,1.86
2006-06-16,168.86,-0.32
2006-06-19,169.34,0.28
2006-06-20,169.68,0.2
2006-06-21,169.88,0.12
2006-06-23,170.98,0.65
2006-06-26,170.61,-0.22
2006-06-27,169.11,-0.88
2006-06-28,169.83,0.43
2006-06-29,173.02,1.88
2006-06-30,173.09,0.04
2006-07-02,174.43,0.77
2006-07-03,177.93,2.01
2006-07-04,181.09,1.78
2006-07-06,171.69,-5.19
2006-07-07,172.8,0.65
2006-07-08,173.44,0.37
2006-07-09,176.76,1.91
2006-07-11,189.54,7.23
2006-07-12,185.07,-2.36
2006-07-13,170.27,-8.0
2006-07-14,169.09,-0.69
2006-07-17,169.22,0.08
2006-07-18,169.15,-0.04
2006-07-19,171.9,1.63
2006-07-20,171.36,-0.31
2006-07-21,169.68,-0.98
2006-07-24,172.53,1.68
2006-07-25,172.94,0.24
2006-07-26,173.29,0.2
2006-07-27,173.61,0.18
2006-07-28,174.96,0.78
2006-07-31,174.61,-0.2
2006-08-02,175.13,0.3
2006-08-03,176.6,0.84
2006-08-05,182.3,3.23
2006-08-06,169.66,-6.93
2006-08-08,173.57,2.3
2006-08-09,177.68,2.37
2006-08-11,189.68,6.75
2006-08-12,184.97,-2.48
2006-08-15,176.91,-4.36
2006-08-16,177.35,0.25
2006-08-17,177.45,0.06
2006-08-18,177.31,-0.08
2006-08-21,176.41,-0.51
2006-08-22,177.48,0.61
2006-08-23,176.7,-0.44
2006-08-24,177.09,0.22
2006-08-25,177.11,0.01
2006-08-28,177.43,0.18
2006-08-29,178.44,0.57
2006-08-30,178.57,0.07
2006-08-31,178.56,-0.01
2006-09-01,175.33,-1.81
2006-09-02,176.49,0.66
2006-09-03,177.67,0.67
2006-09-05,182.52,2.73
2006-09-06,170.8,-6.42
2006-09-08,174.17,1.97
2006-09-10,184.97,6.2
2006-09-11,188.48,1.9
2006-09-13,179.39,-4.82
2006-09-14,179.07,-0.18
2006-09-15,180.0,0.52
2006-09-18,179.91,-0.05
2006-09-19,179.07,-0.47
2006-09-20,180.34,0.71
2006-09-21,180.5,0.09
2006-09-22,178.62,-1.04
2006-09-25,179.88,0.71
2006-09-26,182.23,1.31
2006-09-27,182.67,0.24
2006-09-28,183.12,0.25
2006-09-29,182.82,-0.16
2006-10-01,174.36,-4.63
2006-10-02,176.62,1.3
2006-10-03,179.41,1.58
2006-10-04,181.57,1.2
2006-10-05,181.86,0.16
2006-10-07,173.7,-4.49
2006-10-08,174.45,0.43
2006-10-10,186.12,6.69
2006-10-11,188.03,1.03
2006-10-13,188.37,0.18
2006-10-16,188.86,0.26
2006-10-17,187.33,-0.81
2006-10-18,188.47,0.61
2006-10-19,188.01,-0.24
2006-10-20,188.43,0.22
2006-10-23,189.64,0.64
2006-10-24,189.72,0.04
2006-10-25,190.04,0.17
2006-10-26,190.0,-0.02
2006-10-27,188.81,-0.63
2006-10-30,188.23,-0.31
2006-11-01,174.7,-7.19
2006-11-04,179.7,2.86
2006-11-05,180.84,0.63
2006-11-07,172.97,-4.35
2006-11-08,174.06,0.63
2006-11-09,176.5,1.4
2006-11-10,186.36,5.59
2006-11-12,186.3,-0.03
2006-11-13,188.62,1.25
2006-11-14,188.78,0.08
2006-11-15,189.52,0.39
2006-11-16,189.94,0.22
2006-11-17,189.19,-0.39
2006-11-20,189.42,0.12
2006-11-21,189.26,-0.08
2006-11-22,188.64,-0.33
2006-11-23,188.37,-0.14
2006-11-24,186.69,-0.89
2006-11-27,184.0,-1.44
2006-11-28,183.62,-0.21
2006-11-29,185.58,1.07
2006-11-30,184.44,-0.61
2006-12-01,174.67,-5.3
2006-12-04,179.71,2.89
2006-12-05,177.35,-1.31
2006-12-06,169.57,-4.39
2006-12-07,172.62,1.8
2006-12-09,178.61,3.47
2006-12-10,187.79,5.14
2006-12-12,186.65,-0.61
2006-12-13,187.85,0.64
2006-12-14,189.33,0.79
2006-12-15,189.9,0.3
2006-12-18,189.8,-0.05
2006-12-19,188.33,-0.77
2006-12-20,188.66,0.18
2006-12-21,188.43,-0.12
2006-12-26,188.19,-0.13
2006-12-27,189.77,0.84
2006-12-28,189.6,-0.09
2006-12-29,188.77,-0.44
2007-01-02,194.29,2.92
2007-01-03,186.42,-4.05
2007-01-06,204.26,9.57
2007-01-08,193.91,-5.07
2007-01-10,197.75,1.98
2007-01-15,193.9,-1.95
2007-01-16,193.25,-0.34
2007-01-17,192.9,-0.18
2007-01-18,192.72,-0.09
2007-01-19,193.43,0.37
2007-01-22,192.59,-0.43
2007-01-23,192.36,-0.12
2007-01-24,194.21,0.96
2007-01-25,192.6,-0.83
2007-01-26,192.21,-0.2
2007-01-29,192.27,0.03
2007-01-30,192.96,0.36
2007-01-31,192.68,-0.15
2007-02-01,189.39,-1.71
2007-02-02,195.23,3.08
2007-02-03,185.19,-5.14
2007-02-04,189.7,2.44
2007-02-05,197.4,4.06
2007-02-07,201.42,2.04
2007-02-08,195.33,-3.02
2007-02-10,198.71,1.73
2007-02-11,193.2,-2.77
2007-02-13,195.18,1.02
2007-02-14,195.86,0.35
2007-02-15,195.42,-0.22
2007-02-16,196.01,0.3
2007-02-19,195.67,-0.17
2007-02-20,195.36,-0.16
2007-02-21,194.44,-0.47
2007-02-22,195.06,0.32
2007-02-23,194.57,-0.25
2007-02-26,194.72,0.08
2007-02-27,188.85,-3.01
2007-02-28,187.72,-0.6
2007-03-01,189.98,1.2
2007-03-04,191.36,0.73
2007-03-05,198.08,3.51
2007-03-07,202.52,2.24
2007-03-08,191.36,-5.51
2007-03-09,196.01,2.43
2007-03-10,198.24,1.14
2007-03-12,187.93,-5.2
2007-03-13,185.29,-1.4
2007-03-14,182.7,-1.4
2007-03-15,184.49,0.98
2007-03-16,184.12,-0.2
2007-03-19,186.41,1.24
2007-03-20,187.97,0.84
2007-03-21,189.46,0.79
2007-03-22,190.42,0.51
2007-03-23,191.16,0.39
2007-03-26,190.13,-0.54
2007-03-27,189.38,-0.39
2007-03-28,188.12,-0.67
2007-03-29,189.68,0.83
2007-03-30,189.79,0.06
2007-04-01,190.47,0.36
2007-04-04,191.78,0.69
2007-04-05,199.46,4.0
2007-04-06,203.77,2.16
2007-04-07,202.83,-0.46
2007-04-09,197.72,-2.52
2007-04-10,198.96,0.63
2007-04-12,185.55,-6.74
2007-04-13,191.99,3.47
2007-04-16,194.01,1.05
2007-04-17,194.29,0.14
2007-04-18,194.26,-0.02
2007-04-19,193.66,-0.31
2007-04-20,196.14,1.28
2007-04-23,195.97,-0.09
2007-04-24,194.77,-0.61
2007-04-25,195.95,0.61
2007-04-26,196.4,0.23
2007-04-27,195.45,-0.48
2007-04-30,195.99,0.28
2007-05-01,189.39,-3.37
2007-05-02,195.69,3.33
2007-05-03,183.57,-6.19
2007-05-06,202.63,10.38
2007-05-07,202.62,-0.0
2007-05-09,194.91,-3.81
2007-05-10,200.51,2.87
2007-05-11,192.51,-3.99
2007-05-12,188.69,-1.98
2007-05-14,198.8,5.36
2007-05-15,198.83,0.02
2007-05-17,200.36,0.77
2007-05-18,201.41,0.52
2007-05-21,201.55,0.07
2007-05-22,201.45,-0.05
2007-05-23,201.95,0.25
2007-05-24,200.69,-0.62
2007-05-28,201.07,0.19
2007-05-29,200.95,-0.06
2007-05-30,201.89,0.47
2007-05-31,202.72,0.41
2007-06-02,195.91,-3.36
2007-06-03,185.75,-5.19
2007-06-06,200.51,7.95
2007-06-07,202.94,1.21
2007-06-08,192.55,-5.12
2007-06-09,195.42,1.49
2007-06-11,194.15,-0.65
2007-06-12,190.82,-1.72
2007-06-13,201.25,5.47
2007-06-14,203.61,1.17
2007-06-15,205.2,0.78
2007-06-18,204.76,-0.21
2007-06-19,204.22,-0.26
2007-06-20,203.46,-0.37
2007-06-21,203.21,-0.12
2007-06-22,201.15,-1.01
2007-06-25,200.47,-0.34
2007-06-26,199.98,-0.24
2007-06-27,200.63,0.33
2007-06-28,201.32,0.34
2007-06-29,201.63,0.15
2007-07-02,195.82,-2.88
2007-07-03,185.6,-5.22
2007-07-05,199.74,7.62
2007-07-06,198.21,-0.77
2007-07-08,193.81,-2.22
2007-07-09,191.9,-0.99
2007-07-11,189.25,-1.38
2007-07-12,190.91,0.88
2007-07-13,203.62,6.66
2007-07-16,203.41,-0.1
2007-07-17,202.89,-0.26
2007-07-18,201.6,-0.64
2007-07-19,202.58,0.49
2007-07-20,201.24,-0.66
